date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,hash,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
2020-03-14,TN,32,130,NA,NA,NA,NA,NA,NA,NA,NA,6becf2091344bee8d3a7f0a0a437ccf76ed9dd53,NA,NA,162,162,162,47,0,0,14,6,20
2020-03-14,TX,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,8a47a6e610ae58718993de453b89aa3908c67fbd,NA,NA,51,51,51,48,0,0,0,12,12
2020-03-14,UT,6,131,NA,NA,NA,NA,NA,NA,NA,NA,577b43eb324c0ae69322cc15f477ca37d5daf36b,NA,NA,137,137,137,49,0,0,0,0,0
2020-03-14,VA,30,117,NA,NA,NA,NA,NA,NA,NA,NA,33f505467e5a143bd0ecda4d5622091a48ad3d2e,NA,NA,147,147,147,51,0,0,0,0,0
2020-03-14,VT,4,227,NA,NA,NA,NA,NA,NA,NA,NA,570d73d25152c4e93987f89a83b40ff5480a7682,NA,NA,231,231,231,50,0,0,85,2,87
2020-03-14,WA,793,6001,NA,NA,NA,NA,NA,NA,NA,NA,61aaef76eeba6df187a9775df949ed7d05f55746,51,NA,6794,6794,6794,53,4,0,1651,100,1751
2020-03-14,WI,19,169,NA,NA,NA,NA,NA,NA,NA,NA,8f1ed69b1d5723cbd5b18d1ec332fa4f83bde08a,NA,NA,188,188,188,55,0,0,0,0,0
2020-03-14,WV,0,26,5,NA,NA,NA,NA,NA,NA,NA,7e27957cf04398b64db2982ccd580fd5455ffebb,NA,NA,31,26,26,54,0,0,9,0,9
2020-03-14,WY,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,00d1959cf22a0162be10edb9d849b320e1db37e7,NA,NA,2,2,2,56,0,0,0,1,1
2020-03-13,AK,1,59,NA,NA,NA,NA,NA,NA,NA,NA,f912dbdc1e4737b9efd9715f5c60bc397601b547,NA,NA,60,60,60,02,0,0,13,1,14
2020-03-13,AL,1,11,NA,NA,NA,NA,NA,NA,NA,NA,b9e856f0b5f6b1893dbe080ee99cbebd5723f4f8,NA,NA,12,12,12,01,0,0,1,1,2
2020-03-13,AR,9,30,22,NA,NA,NA,NA,NA,NA,NA,a6aff5e9908d4f1a167655d035338e838ba8cdba,NA,NA,61,39,39,05,0,0,6,3,9
2020-03-13,AZ,9,94,40,NA,NA,NA,NA,NA,NA,NA,68c52c41afcca5a93045251c1a7e05b086b85767,0,NA,143,103,103,04,0,0,12,0,12
2020-03-13,CA,202,916,NA,NA,NA,NA,NA,NA,NA,NA,bb817225b0e56a4c1051b2e6550b5ae85e06487c,4,NA,1118,1118,1118,06,0,0,0,0,0
2020-03-13,CO,72,524,NA,NA,NA,NA,NA,NA,NA,NA,f081206fdd232801c4719c7b15f928e95e16c0a4,NA,NA,596,596,596,08,0,0,226,27,253
2020-03-13,CT,6,99,NA,NA,NA,NA,NA,NA,NA,NA,682c544537c9fb686f945084a154361a3c8a386f,NA,NA,105,105,105,09,0,0,10,0,10
2020-03-13,DC,10,20,NA,NA,NA,NA,NA,NA,NA,NA,47405f5c12651491f7aaeeadcf98a21f5290298e,NA,NA,30,30,30,11,0,0,0,0,0
2020-03-13,DE,4,30,10,NA,NA,NA,NA,NA,NA,NA,01a39bf98baae6616556fc98432b0eab5ec19d21,NA,NA,44,34,34,10,0,0,7,0,7
2020-03-13,FL,50,478,221,NA,NA,NA,NA,NA,NA,NA,e2f015841b99a9056a83e88b541e2f27fe57bdea,2,NA,749,528,528,12,0,0,177,18,195
2020-03-13,GA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,a1b71ddadb4a8d03aab0ae5ee76889c2cdefe5bf,1,NA,42,42,42,13,1,0,0,11,11
2020-03-13,HI,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,d517fed5e44222b8e9ec35423adff6841571d310,NA,NA,2,2,2,15,0,0,0,0,0
2020-03-13,IA,16,83,29,NA,NA,NA,NA,NA,NA,NA,9a4dc657b7cf736b9c1a23162cb7bd246891b602,NA,NA,128,99,99,19,0,0,16,2,18
2020-03-13,ID,0,131,NA,NA,NA,NA,NA,NA,NA,NA,b1671d598b98d1510491784f4c280a368ba8c39e,NA,NA,131,131,131,16,0,0,38,0,38
2020-03-13,IL,32,294,92,NA,NA,NA,NA,NA,NA,NA,3a4c6b2710e412f845b0c387c44def3dba4d011b,NA,NA,418,326,326,17,0,0,28,7,35
2020-03-13,IN,12,61,NA,NA,NA,NA,NA,NA,NA,NA,6a95bce7fff18ca959c83513dc8e4b4b8458d719,NA,NA,73,73,73,18,0,0,9,0,9
2020-03-13,KS,6,93,NA,NA,NA,NA,NA,NA,NA,NA,8633a26e1f484f8d6832c17efdb6e638ffb3515e,NA,NA,99,99,99,20,0,0,52,2,54
2020-03-13,KY,11,107,NA,NA,NA,NA,NA,NA,NA,NA,4d515c6fe8ed706c415382ef87cfa9236ac4e09c,NA,NA,118,118,118,21,0,0,51,3,54
2020-03-13,LA,36,37,NA,NA,NA,NA,NA,NA,NA,NA,78393fa814aa0caf1ae4f6056e80e21adf672bf2,NA,NA,73,73,73,22,0,0,0,22,22
2020-03-13,MA,123,92,NA,NA,NA,NA,NA,NA,NA,NA,020263557685d33ade8e1849eeb35c2a8a12843a,NA,NA,215,215,215,25,0,0,92,28,120
2020-03-13,MD,17,94,NA,NA,NA,NA,NA,NA,NA,NA,32d329849128913476d4a0773fea76a4b3e2b083,NA,NA,111,111,111,24,0,0,0,5,5
2020-03-13,ME,3,91,17,NA,NA,NA,NA,NA,NA,NA,8ecdd4f1eb3ad0874071c97b48e3bc8ae16edf37,NA,NA,111,94,94,23,0,0,26,2,28
2020-03-13,MI,945,133,26,NA,NA,NA,NA,NA,NA,NA,f532160c7cd2aba3ca450b21c2c4a81099342d44,NA,NA,1104,1078,1078,26,0,0,42,243,285
2020-03-13,MN,14,541,NA,NA,NA,NA,NA,NA,NA,NA,094cc2b8f1b021d450e7d7fa08596000fc7f4e05,NA,NA,555,555,555,27,0,0,234,5,239
2020-03-13,MO,2,71,NA,NA,NA,NA,NA,NA,NA,NA,4d53392cae812d4039af40a07e38bc5fe77212fb,NA,NA,73,73,73,29,0,0,7,1,8
2020-03-13,MS,4,41,NA,NA,NA,NA,NA,NA,NA,NA,9fc8f265d6c9e8b4883399e23c0b0190c2686599,NA,NA,45,45,45,28,0,0,0,3,3
2020-03-13,MT,1,55,NA,NA,NA,NA,NA,NA,NA,NA,3190b3a30f1124eebbb4e9bccd677cf22f2ae6c0,NA,NA,56,56,56,30,0,0,21,0,21
2020-03-13,NC,15,86,NA,NA,NA,NA,NA,NA,NA,NA,9b22973bdb1a321a3b9cc273f6250675bf95124b,NA,NA,101,101,101,37,0,0,26,3,29
2020-03-13,ND,1,39,12,NA,NA,NA,NA,NA,NA,NA,16823997d9c4db1ae19dccaba18481746cfe85cf,0,NA,52,40,40,38,0,0,27,0,27
2020-03-13,NE,13,80,33,NA,NA,NA,NA,NA,NA,NA,72bf9214dd1c1c24ce38fd46893604d18cc124f7,NA,NA,126,93,93,31,0,0,0,3,3
2020-03-13,NH,6,94,21,NA,NA,NA,NA,NA,NA,NA,ce083d3bb0b226ff0599d533768ad2b62f892b40,NA,NA,121,100,100,33,0,0,0,0,0
2020-03-13,NJ,50,97,80,NA,NA,NA,NA,NA,NA,NA,dd9375b158d3020716fe7e1d759d510332c818e3,1,NA,227,147,147,34,0,0,23,20,43
2020-03-13,NM,10,190,NA,NA,NA,NA,NA,NA,NA,NA,5e21e22aacd1a08b396a2c457c553776e3c8bedf,NA,NA,200,200,200,35,0,0,35,5,40
2020-03-13,NV,11,168,NA,NA,NA,NA,NA,NA,NA,NA,5c86c34f504be7bf2a593223447a7f2d5f18877a,NA,NA,179,179,179,32,0,0,0,4,4
2020-03-13,NY,421,2779,NA,NA,NA,NA,NA,NA,NA,NA,a0a0e2997c411014ef2cd98b9502387730f585c7,NA,NA,3200,3200,3200,36,0,0,2687,205,2892
2020-03-13,OH,13,50,159,NA,NA,NA,NA,NA,NA,NA,fe5ed1e40f012163a6510cabdea90e044e5e56ab,NA,NA,222,63,63,39,0,0,20,8,28
2020-03-13,OK,3,36,37,NA,NA,NA,NA,NA,NA,NA,41b22c1ee50041708e574581687a0c4155caa8aa,NA,NA,76,39,39,40,0,0,0,0,0
2020-03-13,OR,30,337,157,NA,NA,NA,NA,NA,NA,NA,ee29420a1ee3ce2e33cdf966ecbdfc575d26206b,NA,NA,524,367,367,41,0,0,51,11,62
2020-03-13,PA,41,140,130,NA,NA,NA,NA,NA,NA,NA,1b1cf720a3254db83abcb451d397a731f9fdf38a,NA,NA,311,181,181,42,0,0,24,19,43
2020-03-13,RI,14,142,29,NA,NA,NA,NA,NA,NA,NA,3b21b07952531010abf6628fe837a9f97fd33797,NA,NA,185,156,156,44,0,0,48,9,57
2020-03-13,SC,12,75,NA,NA,NA,NA,NA,NA,NA,NA,89ac68f7349872023eb4ba7e8d49e17e3221b4cc,NA,NA,87,87,87,45,0,0,27,2,29
2020-03-13,SD,9,73,11,NA,NA,NA,NA,NA,NA,NA,9a7c944cb0774212146d5eecb0aa11b12de52eb6,NA,NA,93,82,82,46,0,0,46,1,47
2020-03-13,TN,26,116,NA,NA,NA,NA,NA,NA,NA,NA,5dd412ea26ef8d20d55a6410d59726087883cd99,NA,NA,142,142,142,47,0,0,37,8,45
2020-03-13,TX,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,3964195c15cc0e37c244f112bcbae5789a5c6489,NA,NA,39,39,39,48,0,0,0,16,16
2020-03-13,UT,6,131,NA,NA,NA,NA,NA,NA,NA,NA,610050cffa209508ec65a9bf756ef16d617d69c5,NA,NA,137,137,137,49,0,0,0,2,2
2020-03-13,VA,30,117,NA,NA,NA,NA,NA,NA,NA,NA,d2ecd673874966076229036999033a3993ffed2b,NA,NA,147,147,147,51,0,0,0,13,13
2020-03-13,VT,2,142,NA,NA,NA,NA,NA,NA,NA,NA,a02dcfb55e5f9ed028f6328c61b41408533038c1,NA,NA,144,144,144,50,0,0,45,0,45
2020-03-13,WA,693,4350,NA,NA,NA,NA,NA,NA,NA,NA,38fb38dacb778f47453c824aeadb48565a09a9b6,47,NA,5043,5043,5043,53,3,0,1313,150,1463
2020-03-13,WI,19,169,NA,NA,NA,NA,NA,NA,NA,NA,3936ef13cd65e7b15ac22d0d981357b9f6dcce8d,NA,NA,188,188,188,55,0,0,85,11,96
2020-03-13,WV,0,17,4,NA,NA,NA,NA,NA,NA,NA,10eb8c5e07049f2c299d03ef30ceb60a49142335,NA,NA,21,17,17,54,0,0,10,0,10
2020-03-13,WY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,610cc4a0b9c9015f6214bfe928f0acf116f8b75c,NA,NA,1,1,1,56,0,0,0,0,0
2020-03-12,AK,0,46,14,NA,NA,NA,NA,NA,NA,NA,e6a2e85fdf548043d8e908d506c334dfa37b0982,NA,NA,60,46,46,02,0,0,0,0,0
2020-03-12,AL,0,10,NA,NA,NA,NA,NA,NA,NA,NA,34204c36040e342af491e5329aca50e88f2cbaba,NA,NA,10,10,10,01,0,0,0,0,0
2020-03-12,AR,6,24,20,NA,NA,NA,NA,NA,NA,NA,fe5ece5453dac3d08b87f1ab7a10e00bf7cfdfc9,NA,NA,50,30,30,05,0,0,12,6,18
2020-03-12,AZ,9,82,24,NA,NA,NA,NA,NA,NA,NA,542a30820399e2d4ec7a2787e6760577326f402d,NA,NA,115,91,91,04,0,0,23,0,23
2020-03-12,CA,202,916,NA,NA,NA,NA,NA,NA,NA,NA,8dd3541eb41a6171cc6bbf05632f8d9bb4570490,4,NA,1118,1118,1118,06,4,0,0,45,45
2020-03-12,CO,45,298,NA,NA,NA,NA,NA,NA,NA,NA,fef01602b9d42355347ffd39fc33776f6d251c7e,NA,NA,343,343,343,08,0,0,47,17,64
2020-03-12,CT,6,89,NA,NA,NA,NA,NA,NA,NA,NA,438f9707c60dbf6c5042c0686dfa479170d3471a,NA,NA,95,95,95,09,0,0,18,3,21
2020-03-12,DC,10,20,NA,NA,NA,NA,NA,NA,NA,NA,2afd9cde94fa8693b5eb2da4552eecf9452ad2c0,NA,NA,30,30,30,11,0,0,0,5,5
2020-03-12,DE,4,23,14,NA,NA,NA,NA,NA,NA,NA,0cfca14a0bd4e74cc01ef2a9030f65643237496d,NA,NA,41,27,27,10,0,0,6,3,9
2020-03-12,FL,32,301,147,NA,NA,NA,NA,NA,NA,NA,e30f5e735d56d705f8ed9768797ed07fc2d8173a,2,NA,480,333,333,12,0,0,0,4,4
2020-03-12,GA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,b54e3a842da88ee7e2685e1625d6b47466982662,NA,NA,31,31,31,13,0,0,0,9,9
2020-03-12,HI,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,448f4f6242f8f4d56b53911f8f41f857fea624ad,NA,NA,2,2,2,15,0,0,0,0,0
2020-03-12,IA,14,67,24,NA,NA,NA,NA,NA,NA,NA,c66bca36e23ed4238801da6edce433a068219c83,NA,NA,105,81,81,19,0,0,21,1,22
2020-03-12,ID,0,93,NA,NA,NA,NA,NA,NA,NA,NA,ea688b0e32219776fd27b38e03bee45e42111379,NA,NA,93,93,93,16,0,0,26,0,26
2020-03-12,IL,25,266,76,NA,NA,NA,NA,NA,NA,NA,f521fa0222b25b297e082e1285cb6efc89a5b552,NA,NA,367,291,291,17,0,0,22,6,28
2020-03-12,IN,12,52,NA,NA,NA,NA,NA,NA,NA,NA,dcfcf297a028962a948869e94197bbe14be0bd93,NA,NA,64,64,64,18,0,0,19,2,21
2020-03-12,KS,4,41,NA,NA,NA,NA,NA,NA,NA,NA,332ee3bb9b5f431704d8cd139631096cf6e7551b,NA,NA,45,45,45,20,0,0,0,3,3
2020-03-12,KY,8,56,NA,NA,NA,NA,NA,NA,NA,NA,cebe01b90cd5896a2bdea84cba4ee4b563f24ee9,NA,NA,64,64,64,21,0,0,10,0,10
2020-03-12,LA,14,37,NA,NA,NA,NA,NA,NA,NA,NA,90d5fc83d9f4c831c653f38b96e49251057d9cb7,NA,NA,51,51,51,22,0,0,0,8,8
2020-03-12,MA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,2b11362fc52b477bca21e635eb9f2b88e8a5d61f,NA,NA,95,95,95,25,0,0,0,3,3
2020-03-12,MD,12,94,NA,NA,NA,NA,NA,NA,NA,NA,08b84f6b613a011507c9190271ec545191ee68bb,NA,NA,106,106,106,24,0,0,0,3,3
2020-03-12,ME,1,65,20,NA,NA,NA,NA,NA,NA,NA,b39c56076bac0a4ddd2e88d3f04d0c785d75732d,NA,NA,86,66,66,23,0,0,23,1,24
2020-03-12,MI,702,91,27,NA,NA,NA,NA,NA,NA,NA,74155341404d09da59405465245832fca16f954b,NA,NA,820,793,793,26,0,0,34,205,239
2020-03-12,MN,9,307,NA,NA,NA,NA,NA,NA,NA,NA,523bdda158c8db3de757d18a38756ffe1ce9b21b,NA,NA,316,316,316,27,0,0,90,4,94
2020-03-12,MO,1,64,NA,NA,NA,NA,NA,NA,NA,NA,5b415b8bf401db354d5f6a778e699e7eb170976d,NA,NA,65,65,65,29,0,0,64,0,64
2020-03-12,MS,1,41,NA,NA,NA,NA,NA,NA,NA,NA,6aad8ec86cdaa93329eeda6aa46670dd6ca609b1,NA,NA,42,42,42,28,0,0,21,1,22
2020-03-12,MT,1,34,NA,NA,NA,NA,NA,NA,NA,NA,4b8bef9b3d9fa1079cbd7be5288076fb401598c1,NA,NA,35,35,35,30,0,0,13,1,14
2020-03-12,NC,12,60,NA,NA,NA,NA,NA,NA,NA,NA,7442624a12322777c7110f0101d61d097da12ade,NA,NA,72,72,72,37,0,0,60,5,65
2020-03-12,ND,1,12,14,NA,NA,NA,NA,NA,NA,NA,101ef2bb022ea0209aaa020d3e2852b8964d9134,NA,NA,27,13,13,38,0,0,5,1,6
2020-03-12,NE,10,80,33,NA,NA,NA,NA,NA,NA,NA,a4238a2a6795e1cd4e971a336c36e526d59e25d7,NA,NA,123,90,90,31,0,0,33,5,38
2020-03-12,NH,6,94,21,NA,NA,NA,NA,NA,NA,NA,7e575bc7e2ffdb783ca744e42ac10956980b5aba,NA,NA,121,100,100,33,0,0,56,2,58
2020-03-12,NJ,30,74,20,NA,NA,NA,NA,NA,NA,NA,5f40e6cdda7648d658eedd3a5e5bf0f027c9b374,1,NA,124,104,104,34,0,0,17,6,23
2020-03-12,NM,5,155,NA,NA,NA,NA,NA,NA,NA,NA,d358c1f38d0d81a3f4719e9a593a533ccee69a30,NA,NA,160,160,160,35,0,0,68,2,70
2020-03-12,NV,7,168,NA,NA,NA,NA,NA,NA,NA,NA,8328b62027a10326d300d9fbe07f651846ae2f52,NA,NA,175,175,175,32,0,0,0,2,2
2020-03-12,NY,216,92,NA,NA,NA,NA,NA,NA,NA,NA,78ea2217b81c0eba25ec04b1196199ad81793ead,NA,NA,308,308,308,36,0,0,0,0,0
2020-03-12,OH,5,30,52,NA,NA,NA,NA,NA,NA,NA,e53fb02834680a20508e2d3bf535470016d3407a,NA,NA,87,35,35,39,0,0,9,1,10
2020-03-12,OK,3,36,4,NA,NA,NA,NA,NA,NA,NA,0695ce1aed2deb9062e4a75ce05c7d5fbb2b3975,NA,NA,43,39,39,40,0,0,21,1,22
2020-03-12,OR,19,286,62,NA,NA,NA,NA,NA,NA,NA,842079fddc7a5740cd7252af4ef8f126bb9784d9,NA,NA,367,305,305,41,0,0,0,0,0
2020-03-12,PA,22,116,81,NA,NA,NA,NA,NA,NA,NA,bb985e06b75f251244341704b20d6b0c3daa27c1,NA,NA,219,138,138,42,0,0,28,6,34
2020-03-12,RI,5,94,8,NA,NA,NA,NA,NA,NA,NA,ddc07b8ec93f55583d98d5fff9c8d922808f6f98,NA,NA,107,99,99,44,0,0,0,0,0
2020-03-12,SC,10,48,NA,NA,NA,NA,NA,NA,NA,NA,691f174c432862e793e830327356b4d500cea11b,NA,NA,58,58,58,45,0,0,16,1,17
2020-03-12,SD,8,27,11,NA,NA,NA,NA,NA,NA,NA,47b6b8df0ade463177dd058de543bf80295b9b74,NA,NA,46,35,35,46,0,0,14,3,17
2020-03-12,TN,18,79,NA,NA,NA,NA,NA,NA,NA,NA,6e03cc4e5261258b7a5b8901327389775888ec5f,NA,NA,97,97,97,47,0,0,29,11,40
2020-03-12,TX,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,35761868039ccd3294dc3e7e548781c129b39185,NA,NA,23,23,23,48,0,0,0,2,2
2020-03-12,UT,4,131,NA,NA,NA,NA,NA,NA,NA,NA,f2f3cbbd89fcfd9045a7ece563a5d84bc969009a,NA,NA,135,135,135,49,0,0,131,2,133
2020-03-12,VA,17,117,NA,NA,NA,NA,NA,NA,NA,NA,4d7e98639658d0746cb09b19b3fe2285f875af3b,NA,NA,134,134,134,51,0,0,57,8,65
2020-03-12,VT,2,97,NA,NA,NA,NA,NA,NA,NA,NA,7279c174377b4d61c1a6e3f40530ad2505b9a9a8,NA,NA,99,99,99,50,0,0,35,1,36
2020-03-12,WA,543,3037,NA,NA,NA,NA,NA,NA,NA,NA,17409e92fc467cc560f4b801f11a4eda901a0154,44,NA,3580,3580,3580,53,4,0,862,69,931
2020-03-12,WI,8,84,NA,NA,NA,NA,NA,NA,NA,NA,95e71f1997094b8460d58d94f2899a4b774e8a1d,NA,NA,92,92,92,55,0,0,41,5,46
2020-03-12,WV,0,7,1,NA,NA,NA,NA,NA,NA,NA,f0363560bc99a7f3bb66a17c11ced07c055ec423,NA,NA,8,7,7,54,0,0,4,0,4
2020-03-12,WY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,c8b2e0e377fc5c379d3775630a3ae430fb21861b,NA,NA,1,1,1,56,0,0,0,1,1
2020-03-11,AK,0,46,14,NA,NA,NA,NA,NA,NA,NA,e25f7bc0f21f762541d825d606787c8b6be7b406,NA,NA,60,46,46,02,0,0,23,0,23
2020-03-11,AL,0,10,NA,NA,NA,NA,NA,NA,NA,NA,e4593577708b6182b9126434908df283def67838,NA,NA,10,10,10,01,0,0,10,0,10
2020-03-11,AR,0,12,14,NA,NA,NA,NA,NA,NA,NA,655d51e087ae7e668a3932904fd2764bc1fe3a9a,NA,NA,26,12,12,05,0,0,0,0,0
2020-03-11,AZ,9,59,32,NA,NA,NA,NA,NA,NA,NA,fc3cab43e403773ab7bee5f42d8dd1ccc405c3d5,NA,NA,100,68,68,04,0,0,8,3,11
2020-03-11,CA,157,916,NA,NA,NA,NA,NA,NA,NA,NA,5b964b8b4ae1c9c7ef6daba3357363e3abc15fc2,NA,NA,1073,1073,1073,06,0,0,226,24,250
2020-03-11,CO,28,251,NA,NA,NA,NA,NA,NA,NA,NA,9b7a26b306bf3d4ed340b3decc9409cfd98c94a7,NA,NA,279,279,279,08,0,0,109,16,125
2020-03-11,CT,3,71,NA,NA,NA,NA,NA,NA,NA,NA,c99636f2a99205c741fd1f78c991a31f4b2c23d5,NA,NA,74,74,74,09,0,0,17,1,18
2020-03-11,DC,5,20,15,NA,NA,NA,NA,NA,NA,NA,71b585cf49baefd551d06676e7954dc71f2a64e8,NA,NA,40,25,25,11,0,0,3,0,3
2020-03-11,DE,1,17,2,NA,NA,NA,NA,NA,NA,NA,9bc125877399e695097bfde306db2dc3cf015ec3,NA,NA,20,18,18,10,0,0,0,1,1
2020-03-11,FL,28,301,147,NA,NA,NA,NA,NA,NA,NA,3fdf9b7b837d64d12ac78cb3c27b3e075e5b91d0,2,NA,476,329,329,12,2,0,79,9,88
2020-03-11,GA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,11817b5a695d27b1ffda2ebe492653bca8075308,NA,NA,22,22,22,13,0,0,0,5,5
2020-03-11,HI,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,ff1bcb7f451b4534cf4cb3660cd288cb0aecd55e,NA,NA,2,2,2,15,0,0,0,0,0
2020-03-11,IA,13,46,27,NA,NA,NA,NA,NA,NA,NA,77b0abb25053b84dfa901e4bc749840c4d626415,NA,NA,86,59,59,19,0,0,14,5,19
2020-03-11,ID,0,67,NA,NA,NA,NA,NA,NA,NA,NA,25d42d5a1f05b6d80d04134977322867c07531b1,NA,NA,67,67,67,16,0,0,26,0,26
2020-03-11,IL,19,244,63,NA,NA,NA,NA,NA,NA,NA,1f62279f30c95b7b5b306bd94b9172a3f9a3b94c,NA,NA,326,263,263,17,0,0,0,0,0
2020-03-11,IN,10,33,NA,NA,NA,NA,NA,NA,NA,NA,5733cad52da8fd692ae6386e05e95fa3faf2c337,NA,NA,43,43,43,18,0,0,3,4,7
2020-03-11,KS,1,41,NA,NA,NA,NA,NA,NA,NA,NA,1b65c26cb311dbfa7aa49f1aab7df29d4100afd6,NA,NA,42,42,42,20,0,0,24,0,24
2020-03-11,KY,8,46,NA,NA,NA,NA,NA,NA,NA,NA,fc0fc1ddfd9df01dee163a7f07ef68f158f1dcc7,NA,NA,54,54,54,21,0,0,18,2,20
2020-03-11,LA,6,37,NA,NA,NA,NA,NA,NA,NA,NA,4923914a2b53558e2c4f3c3e417339a9c725cee5,NA,NA,43,43,43,22,0,0,26,5,31
2020-03-11,MA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,cd9166102dba61e473c3f2e49f4ad84e9876c8ad,NA,NA,92,92,92,25,0,0,0,0,0
2020-03-11,MD,9,94,NA,NA,NA,NA,NA,NA,NA,NA,d63a695f033bd1727a5d48dc63cfc733e465f19f,NA,NA,103,103,103,24,0,0,5,3,8
2020-03-11,ME,0,42,5,NA,NA,NA,NA,NA,NA,NA,56ac39adce93990d2bea6abfff4e3e0c2fac2886,NA,NA,47,42,42,23,0,0,22,0,22
2020-03-11,MI,497,57,18,NA,NA,NA,NA,NA,NA,NA,4606279a91801f7b0fea463939eda7643d7aa752,NA,NA,572,554,554,26,0,0,18,139,157
2020-03-11,MN,5,217,NA,NA,NA,NA,NA,NA,NA,NA,6ffc74c710267d31359ae6c99715670db75e09e5,NA,NA,222,222,222,27,0,0,85,2,87
2020-03-11,MO,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,f38403847cc3922fa5b7b5f616f4398deb2e6827,NA,NA,1,1,1,29,0,0,0,0,0
2020-03-11,MS,0,20,NA,NA,NA,NA,NA,NA,NA,NA,74f4ed2b75d893f6f2e2a8c45254056db6fe2eec,NA,NA,20,20,20,28,0,0,20,0,20
2020-03-11,MT,0,21,NA,NA,NA,NA,NA,NA,NA,NA,7f8109a13dd2e5346e22790e352899f32ce51387,NA,NA,21,21,21,30,0,0,6,0,6
2020-03-11,NC,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,a47c27a5eb23e60bf9953697c72ea9eea9bf12fc,NA,NA,7,7,7,37,0,0,0,0,0
2020-03-11,ND,0,7,6,NA,NA,NA,NA,NA,NA,NA,f611bed2dbd16399f91bc8000106ae8aaf8cebe3,NA,NA,13,7,7,38,0,0,1,0,1
2020-03-11,NE,5,47,16,NA,NA,NA,NA,NA,NA,NA,fe99e1327ca6570995bfa945ae61ff53a32b57c1,NA,NA,68,52,52,31,0,0,0,2,2
2020-03-11,NH,4,38,5,NA,NA,NA,NA,NA,NA,NA,04ca9fceda7e94b04987880c53564cf1816ad713,NA,NA,47,42,42,33,0,0,0,0,0
2020-03-11,NJ,24,57,20,NA,NA,NA,NA,NA,NA,NA,22b493a9273eb0fcbef1d9438567b97aca475b07,1,NA,101,81,81,34,1,0,13,9,22
2020-03-11,NM,3,87,NA,NA,NA,NA,NA,NA,NA,NA,31d78422b55f96cea7974b12f74b206caea012fc,NA,NA,90,90,90,35,0,0,18,3,21
2020-03-11,NV,5,168,NA,NA,NA,NA,NA,NA,NA,NA,2cf372124199b53471bb78cd3c8b32fa8b2c89c6,NA,NA,173,173,173,32,0,0,154,4,158
2020-03-11,NY,216,92,NA,NA,NA,NA,NA,NA,NA,NA,6fbded3854324c39522ab7fdb01d2087f60e2d2b,NA,NA,308,308,308,36,0,0,0,43,43
2020-03-11,OH,4,21,24,NA,NA,NA,NA,NA,NA,NA,7def7afdab71c143358b5a2f7e6043abe2b1a58c,NA,NA,49,25,25,39,0,0,7,1,8
2020-03-11,OK,2,15,11,NA,NA,NA,NA,NA,NA,NA,5ec52c041a7fed2461a75cd7d7b69c16408ed016,NA,NA,28,17,17,40,0,0,0,0,0
2020-03-11,OR,19,286,62,NA,NA,NA,NA,NA,NA,NA,a0862d7ffbd817d0c1174d1060d000628f3e2d56,NA,NA,367,305,305,41,0,0,73,4,77
2020-03-11,PA,16,88,54,NA,NA,NA,NA,NA,NA,NA,a091f3d8c6f3ea5bfda8fc4fe1ac96d182dcb110,NA,NA,158,104,104,42,0,0,88,4,92
2020-03-11,RI,5,94,24,NA,NA,NA,NA,NA,NA,NA,2a70fe659d1a0d6b02523db6b2a5f49859afc8b9,NA,NA,123,99,99,44,0,0,36,2,38
2020-03-11,SC,9,32,NA,NA,NA,NA,NA,NA,NA,NA,9f0ba59beda560436e4c7086a310d705a164a73f,NA,NA,41,41,41,45,0,0,8,2,10
2020-03-11,SD,5,13,2,NA,NA,NA,NA,NA,NA,NA,e7ff0dfa7e6bd84d5f7633f98e650bd9fef932b6,NA,NA,20,18,18,46,0,0,2,5,7
2020-03-11,TN,7,50,NA,NA,NA,NA,NA,NA,NA,NA,0531f9d13df3db8ea79200191ddd853777674c53,NA,NA,57,57,57,47,0,0,50,0,50
2020-03-11,TX,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,091b385894d0ae05bb6ea5bb6a7272ba6340a7c9,NA,NA,21,21,21,48,0,0,0,8,8
